ID,Prob1
214, 0.31698
215, 0.36709
216, 0.27684
217, 0.28133
218, 0.13272
219, 0.29753
220, 0.26261
221, 0.56109
222, 0.58354
223, 0.40523
224, 0.03073
225, 0.61286
226, 0.13732
227, 0.06433
228, 0.34231
229, 0.73928
230, 0.17737
231, 0.23456
232, 0.38978
233, 0.73345
234, 0.33617
235, 0.29918
236, 0.28141
237, 0.15584
238, 0.60899
239, 0.66152
240, 0.33123
241, 0.21144
242, 0.73841
243, 0.57760
244, 0.40842
245, 0.20600
246, 0.07197
247, 0.23779
248, 0.57145
249, 0.78150
250, 0.35036
251, 0.17607
252, 0.56609
253, 0.25308
254, 0.96556
255, 0.27419
256, 0.03150
257, 0.01192
258, 0.41570
259, 0.64411
260, 0.83468
261, 0.19603
262, 0.04881
263, 0.05777
264, 0.20037
265, 0.87476
266, 0.43835
267, 0.05410
268, 0.19270
269, 0.38157
270, 0.57651
271, 0.24804
272, 0.22644
273, 0.21479
274, 0.13934
275, 0.40623
276, 0.36679
277, 0.56481
278, 0.41949
279, 0.05642
280, 0.48273
281, 0.75484
282, 0.47627
283, 0.28404
284, 0.91534
285, 0.74244
286, 0.77560
287, 0.06727
288, 0.37616
289, 0.13191
290, 0.35002
291, 0.04972
292, 0.45692
293, 0.37200
294, 0.49656
295, 0.56396
296, 0.34720
297, 0.07401
298, 0.57244
299, 0.20273
300, 0.33799
301, 0.16712
302, 0.40248
303, 0.35677
304, 0.53376
305, 0.04000
306, 0.45155
307, 0.69397
308, 0.20508
309, 0.52198
310, 0.56807
311, 0.39079
312, 0.16593
313, 0.09535
314, 0.77643
315, 0.69218
316, 0.29669
317, 0.49004
318, 0.08693
319, 0.57308
320, 0.73501
321, 0.63319
322, 0.05373
323, 0.79891
324, 0.13302
325, 0.38589
326, 0.19469
327, 0.37292
328, 0.14179
329, 0.06245
330, 0.20163
331, 0.01450
332, 0.13634
333, 0.29462
334, 0.60750
335, 0.76783
336, 0.26604
337, 0.83210
338, 0.43297
339, 0.43795
340, 0.87042
341, 0.10072
342, 0.90941
343, 0.05011
344, 0.68959
345, 0.17002
346, 0.16795
347, 0.25735
348, 0.59190
349, 0.07941
350, 0.63808
351, 0.33900
352, 0.32142
353, 0.26752
354, 0.36249
355, 0.20792
356, 0.30120
357, 0.54774
358, 0.20847
359, 0.05149
360, 0.44071
361, 0.47870
362, 0.52356
363, 0.09680
364, 0.49716
365, 0.27312
366, 0.29831
367, 0.24075
368, 0.30084
369, 0.25450
370, 0.30405
371, 0.79520
372, 0.68101
373, 0.31310
374, 0.16387
375, 0.46872
376, 0.46607
377, 0.27108
378, 0.07607
379, 0.05225
380, 0.24741
381, 0.03099
382, 0.10182
383, 0.25508
384, 0.39532
385, 0.07053
386, 0.40040
387, 0.18518
388, 0.15694
389, 0.45198
390, 0.05969
391, 0.71407
392, 0.78695
393, 0.67872
394, 0.46375
395, 0.09283
396, 0.23304
397, 0.67955
398, 0.15287
399, 0.03240
400, 0.53972
401, 0.33218
402, 0.56907
403, 0.14321
404, 0.55980
405, 0.13689
406, 0.23707
407, 0.53374
408, 0.35298
409, 0.48883
410, 0.77394
411, 0.14084
412, 0.03716
413, 0.65846
414, 0.11027
415, 0.30779
416, 0.35115
417, 0.82586
418, 0.72572
419, 0.44028
420, 0.29634
421, 0.13062
422, 0.11344
423, 0.08806
424, 0.11203
425, 0.42212
426, 0.77819
427, 0.32799
428, 0.05558
429, 0.13472
430, 0.21089
431, 0.63421
432, 0.47120
433, 0.06023
434, 0.58538
435, 0.51499
436, 0.60264
437, 0.14318
438, 0.15840
439, 0.11291
440, 0.16058
441, 0.35339
442, 0.36913
443, 0.13453
444, 0.06396
445, 0.04352
446, 0.34820
447, 0.29407
448, 0.25424
449, 0.04931
450, 0.73318
451, 0.48028
452, 0.55898
453, 0.79787
454, 0.02440
455, 0.55217
456, 0.49200
457, 0.17451
458, 0.17443
459, 0.15570
460, 0.69743
461, 0.62876
462, 0.00906
463, 0.13677
464, 0.71429
465, 0.50640
466, 0.47170
467, 0.48074
468, 0.11057
469, 0.87044
470, 0.04762
471, 0.07429
472, 0.36900
473, 0.15515
474, 0.22686
475, 0.19062
476, 0.08579
477, 0.46053
478, 0.02372
479, 0.73895
480, 0.14540
481, 0.17902
482, 0.59169
483, 0.11215
484, 0.40437
485, 0.30769
486, 0.42103
487, 0.62875
488, 0.33253
489, 0.33437
490, 0.40290
491, 0.17942
492, 0.06378
493, 0.17292
494, 0.24647
495, 0.80191
496, 0.22791
497, 0.00961
498, 0.10721
499, 0.29873
500, 0.16873
501, 0.08017
502, 0.24222
503, 0.03856
504, 0.23174
505, 0.21929
506, 0.06841
507, 0.65146
508, 0.08146
509, 0.27416
510, 0.42877
511, 0.42194
512, 0.43094
513, 0.49640
514, 0.33771
515, 0.73853
516, 0.61596
517, 0.25477
518, 0.58724
519, 0.63481
520, 0.00464
521, 0.20056
522, 0.13105
523, 0.45237
524, 0.23983
525, 0.40770
526, 0.05856
527, 0.71281
528, 0.23685
529, 0.89932
530, 0.35860
531, 0.34576
532, 0.43763
533, 0.27628
534, 0.20468
535, 0.09992
536, 0.08271
537, 0.33000
538, 0.09487
539, 0.45681
540, 0.15269
541, 0.10131
542, 0.21353
543, 0.09126
544, 0.34188
545, 0.40957
546, 0.44047
547, 0.14991
548, 0.37454
549, 0.64631
550, 0.50589
551, 0.69077
552, 0.04045
553, 0.58869
554, 0.68953
555, 0.09370
556, 0.10665
557, 0.23870
558, 0.03499
559, 0.71515
560, 0.51149
561, 0.36691
562, 0.36803
563, 0.51547
564, 0.12376
565, 0.16281
566, 0.55416
567, 0.85559
568, 0.41304
569, 0.17644
570, 0.50875
571, 0.81678
572, 0.07106
573, 0.49382
574, 0.34696
575, 0.41788
576, 0.03838
577, 0.40606
578, 0.28997
579, 0.17130
580, 0.11165
581, 0.15944
582, 0.62494
583, 0.54918
584, 0.30483
585, 0.67925
586, 0.10175
587, 0.07465
588, 0.14453
589, 0.73670
590, 0.33663
591, 0.29269
592, 0.22284
593, 0.48034
594, 0.49829
595, 0.37541
596, 0.57746
597, 0.20623
598, 0.53841
599, 0.80604
600, 0.09142
601, 0.14202
602, 0.22854
603, 0.09110
604, 0.24088
605, 0.68616
606, 0.42592
607, 0.29889
608, 0.07044
609, 0.37971
610, 0.38322
611, 0.03475
612, 0.19183
613, 0.71882
614, 0.23830
615, 0.05462
616, 0.23076
617, 0.54069
618, 0.19516
619, 0.10189
620, 0.09498
621, 0.42990
622, 0.49540
623, 0.02351
624, 0.45395
625, 0.26893
626, 0.05128
627, 0.53247
628, 0.64838
629, 0.07097
630, 0.23739
631, 0.11371
632, 0.07687
633, 0.71545
634, 0.65128
635, 0.11743
636, 0.15663
637, 0.07148
638, 0.27118
639, 0.47300
640, 0.38718
641, 0.02120
642, 0.47329
643, 0.44014
644, 0.40926
645, 0.15535
646, 0.55038
647, 0.40132
648, 0.27955
649, 0.86385
650, 0.22383
651, 0.20680
652, 0.48127
653, 0.50377
654, 0.03872
655, 0.41895
656, 0.57802
657, 0.26773
658, 0.81632
659, 0.15938
660, 0.05727
661, 0.38263
662, 0.25309
663, 0.29738
664, 0.46210
665, 0.13809
666, 0.16146
667, 0.30211
668, 0.66320
669, 0.42972
670, 0.15847
671, 0.06213
672, 0.09620
673, 0.31754
674, 0.18172
675, 0.22296
676, 0.80225
677, 0.77373
678, 0.24877
679, 0.65712
680, 0.16150
681, 0.40430
682, 0.03901
683, 0.46484
684, 0.44316
685, 0.18516
686, 0.27382
687, 0.48570
688, 0.71263
689, 0.39239
690, 0.01016
691, 0.45295
692, 0.16546
693, 0.15773
694, 0.06726
695, 0.12622
696, 0.41071
697, 0.14018
698, 0.46420
699, 0.22693
700, 0.76727
701, 0.35951
702, 0.21650
703, 0.81425
704, 0.11811
705, 0.65572
706, 0.21340
707, 0.13237
708, 0.10851
709, 0.56396
710, 0.04809
711, 0.02928
712, 0.21818
713, 0.33029
714, 0.01643
715, 0.15313
716, 0.04098
717, 0.09335
718, 0.26316
719, 0.25222
720, 0.66725
721, 0.53937
722, 0.25936
723, 0.70462
724, 0.17860
725, 0.26480
726, 0.19375
727, 0.92404
728, 0.80679
729, 0.79452
730, 0.13521
731, 0.64621
732, 0.13827
733, 0.51906
734, 0.38158
735, 0.58423
736, 0.06204
737, 0.34400
738, 0.14663
739, 0.51739
740, 0.17138
741, 0.55731
742, 0.37528
743, 0.45928
744, 0.23930
745, 0.51587
746, 0.07372
747, 0.22006
748, 0.61844
749, 0.66688
750, 0.77232
751, 0.45157
752, 0.33473
753, 0.10360
754, 0.41532
755, 0.31917
756, 0.52470
757, 0.03423
758, 0.04711
759, 0.46634
760, 0.85576
761, 0.30421
762, 0.47136
763, 0.77614
764, 0.70667
765, 0.19765
766, 0.28563
767, 0.37827
768, 0.79843
769, 0.21367
770, 0.16900
771, 0.36982
772, 0.13713
773, 0.43767
774, 0.17252
775, 0.78742
776, 0.11074
777, 0.67457
778, 0.00677
779, 0.18675
780, 0.64058
781, 0.08687
782, 0.23337
783, 0.31770
784, 0.82556
785, 0.60542
786, 0.67519
787, 0.65871
788, 0.20677
789, 0.31310
790, 0.39700
791, 0.25885
792, 0.47396
793, 0.32611
794, 0.02651
795, 0.63580
796, 0.28807
797, 0.78505
798, 0.07059
799, 0.08112
800, 0.13678
801, 0.37575
802, 0.19205
803, 0.25102
804, 0.00471
805, 0.34199
806, 0.27218
807, 0.06612
808, 0.10870
809, 0.07326
810, 0.13081
811, 0.35687
812, 0.47585
813, 0.12161
814, 0.42626
815, 0.11447
816, 0.80543
817, 0.61000
818, 0.05439
819, 0.70295
820, 0.03980
821, 0.28747
822, 0.41408
823, 0.63572
824, 0.27702
825, 0.57453
826, 0.16034
827, 0.39347
828, 0.04015
829, 0.13097
830, 0.21593
831, 0.07314
832, 0.84712
833, 0.09344
834, 0.34719
835, 0.44216
836, 0.04198
837, 0.90122
838, 0.40050
839, 0.50681
840, 0.12839
841, 0.46921
842, 0.15750
843, 0.47120
844, 0.32443
845, 0.08715
846, 0.28306
847, 0.11411
848, 0.36437
849, 0.20795
850, 0.90430
851, 0.22631
852, 0.21269
853, 0.06721
854, 0.13823
855, 0.20157
856, 0.06348
857, 0.36114
858, 0.09498
859, 0.13220
860, 0.07872
861, 0.33605
862, 0.62091
863, 0.61426
864, 0.17543
865, 0.25204
866, 0.56190
867, 0.14139
868, 0.41596
869, 0.16023
870, 0.24034
871, 0.68356
872, 0.14557
873, 0.20917
874, 0.21590
875, 0.30615
876, 0.12991
877, 0.07186
878, 0.06261
879, 0.23785
880, 0.50228
881, 0.11791
882, 0.29177
883, 0.50879
884, 0.26834
885, 0.34667
886, 0.52815
887, 0.76347
888, 0.33006
889, 0.43540
890, 0.58685
891, 0.19583
892, 0.31248
893, 0.43490
894, 0.35525
895, 0.07099
896, 0.10533
897, 0.02607
898, 0.31005
899, 0.66986
900, 0.49789
901, 0.09108
902, 0.33260
903, 0.76373
904, 0.07133
905, 0.25057
906, 0.44471
907, 0.49899
908, 0.08273
909, 0.17824
910, 0.43247
911, 0.19096
912, 0.23201
913, 0.08498
914, 0.25833
915, 0.81292
916, 0.28910
917, 0.01707
918, 0.73255
919, 0.28408
920, 0.04207
921, 0.27487
922, 0.28135
923, 0.28136
924, 0.47980
925, 0.46292
926, 0.14396
927, 0.47686
928, 0.07838
929, 0.40230
930, 0.61182
931, 0.01713
932, 0.41638
933, 0.36284
934, 0.19999
935, 0.47032
936, 0.76180
937, 0.03073
938, 0.26037
939, 0.06948
940, 0.59967
941, 0.21389
942, 0.20242
943, 0.68400
944, 0.08760
945, 0.25494
946, 0.51191
947, 0.03172
948, 0.61073
949, 0.71651
950, 0.10935
951, 0.79295
952, 0.17535
953, 0.59460
954, 0.34652
955, 0.25570
956, 0.23643
957, 0.03088
958, 0.24016
959, 0.26903
960, 0.37690
961, 0.35623
962, 0.78919
963, 0.57705
964, 0.38179
965, 0.22491
966, 0.38456
967, 0.59477
968, 0.04075
969, 0.90612
970, 0.29415
971, 0.77431
972, 0.11322
973, 0.20635
974, 0.16340
975, 0.14385
976, 0.29488
977, 0.24409
978, 0.23443
979, 0.61117
980, 0.68522
981, 0.46862
982, 0.03187
983, 0.19146
984, 0.76915
985, 0.18299
986, 0.14798
987, 0.49660
988, 0.46575
989, 0.20243
990, 0.12012
991, 0.11649
992, 0.47115
993, 0.31364
994, 0.34394
995, 0.09844
996, 0.64165
997, 0.55023
998, 0.47854
999, 0.25550
1000, 0.78742
1001, 0.76310
1002, 0.88887
1003, 0.39961
1004, 0.31365
1005, 0.56716
1006, 0.25653
1007, 0.58567
1008, 0.09583
1009, 0.23848
1010, 0.17709
1011, 0.26201
1012, 0.03491
1013, 0.25182
1014, 0.25903
1015, 0.21647
1016, 0.04306
1017, 0.25859
1018, 0.56800
1019, 0.23339
1020, 0.09949
1021, 0.43511
1022, 0.52415
1023, 0.61386
1024, 0.20046
1025, 0.39673
1026, 0.10666
1027, 0.48035
1028, 0.02045
1029, 0.13838
1030, 0.08945
1031, 0.46864
1032, 0.65113
1033, 0.75740
1034, 0.36945
1035, 0.29623
1036, 0.68382
1037, 0.50726
1038, 0.09303
1039, 0.28236
1040, 0.24004
1041, 0.03362
1042, 0.16396
1043, 0.38027
1044, 0.04975
1045, 0.65474
1046, 0.83768
1047, 0.07481
1048, 0.27579
1049, 0.40110
1050, 0.46884
1051, 0.13232
1052, 0.28679
1053, 0.38898
1054, 0.36354
1055, 0.37483
1056, 0.20069
1057, 0.51240
1058, 0.50344
1059, 0.18195
1060, 0.21416
1061, 0.85153
1062, 0.29141
1063, 0.44517
1064, 0.07988
1065, 0.28651
1066, 0.35393
1067, 0.14735
1068, 0.63703
1069, 0.32946
1070, 0.35606
1071, 0.52048
1072, 0.64116
1073, 0.22076
1074, 0.58999
1075, 0.11366
1076, 0.74377
1077, 0.00458
1078, 0.40646
1079, 0.24866
1080, 0.15873
1081, 0.52507
1082, 0.14157
1083, 0.49971
1084, 0.05943
1085, 0.83174
1086, 0.05883
1087, 0.38511
1088, 0.00712
1089, 0.18904
1090, 0.02921
1091, 0.53028
1092, 0.39517
1093, 0.21122
1094, 0.11982
1095, 0.11148
1096, 0.49035
1097, 0.53325
1098, 0.02201
1099, 0.23276
1100, 0.25897
1101, 0.40963
1102, 0.39777
1103, 0.76389
1104, 0.07816
1105, 0.30851
1106, 0.26089
1107, 0.15313
1108, 0.30374
1109, 0.61882
1110, 0.13124
1111, 0.82362
1112, 0.78646
1113, 0.37072
1114, 0.67614
1115, 0.26949
1116, 0.02998
1117, 0.14278
1118, 0.30139
1119, 0.06231
1120, 0.22068
1121, 0.71137
1122, 0.43908
1123, 0.27181
1124, 0.74088
1125, 0.57597
1126, 0.38478
1127, 0.78003
1128, 0.06619
1129, 0.21559
1130, 0.72596
1131, 0.24534
1132, 0.49518
1133, 0.65713
1134, 0.21446
1135, 0.48991
1136, 0.63575
1137, 0.86835
1138, 0.50013
1139, 0.07450
1140, 0.02381
1141, 0.80517
1142, 0.89362
1143, 0.04104
1144, 0.78325
1145, 0.78832
1146, 0.02085
1147, 0.88025
1148, 0.08355
1149, 0.63814
1150, 0.71797
1151, 0.55699
1152, 0.64878
1153, 0.52511
1154, 0.28806
1155, 0.30332
1156, 0.44775
1157, 0.32128
1158, 0.21165
1159, 0.05383
1160, 0.65178
1161, 0.11852
1162, 0.07142
1163, 0.19983
1164, 0.47679
1165, 0.83365
1166, 0.69077
1167, 0.76622
1168, 0.18321
1169, 0.06541
1170, 0.90014
1171, 0.84977
1172, 0.33048
1173, 0.20283
1174, 0.24505
1175, 0.68931
1176, 0.36290
1177, 0.05009
1178, 0.26999
1179, 0.09345
1180, 0.10565
1181, 0.30591
1182, 0.46403
1183, 0.64488
1184, 0.35208
1185, 0.73041
1186, 0.40204
1187, 0.39993
1188, 0.17848
1189, 0.80344
1190, 0.25735
1191, 0.53678
1192, 0.72061
1193, 0.43325
1194, 0.01457
1195, 0.29847
1196, 0.17918
1197, 0.12763
1198, 0.30615
1199, 0.20304
1200, 0.60878
1201, 0.18085
1202, 0.58549
1203, 0.65655
1204, 0.00429
1205, 0.67278
1206, 0.75696
1207, 0.09129
1208, 0.14395
1209, 0.24878
1210, 0.40341
1211, 0.02882
1212, 0.26821
1213, 0.36424
1214, 0.63917
1215, 0.09433
1216, 0.37684
1217, 0.28329
1218, 0.17930
1219, 0.49290
1220, 0.92533
1221, 0.30824
1222, 0.94717
1223, 0.28284
1224, 0.52896
1225, 0.74972
1226, 0.44162
1227, 0.23438
1228, 0.80121
1229, 0.30744
1230, 0.38866
1231, 0.27978
1232, 0.15719
1233, 0.41156
1234, 0.10797
1235, 0.35089
1236, 0.23579
1237, 0.34258
1238, 0.45684
1239, 0.72400
1240, 0.06097
1241, 0.29078
1242, 0.02107
1243, 0.54274
1244, 0.70332
1245, 0.05987
1246, 0.32956
1247, 0.31614
1248, 0.77248
1249, 0.02583
1250, 0.40222
1251, 0.89135
1252, 0.40416
1253, 0.48708
1254, 0.07178
1255, 0.40388
1256, 0.39348
1257, 0.51906
1258, 0.04093
1259, 0.16826
1260, 0.44476
1261, 0.80774
1262, 0.63614
1263, 0.47584
1264, 0.02635
1265, 0.88402
1266, 0.34153
1267, 0.68256
1268, 0.37448
1269, 0.21630
1270, 0.10148
1271, 0.07810
1272, 0.14537
1273, 0.22270
1274, 0.26473
1275, 0.51864
1276, 0.28308
1277, 0.55622
1278, 0.69135
1279, 0.30793
1280, 0.39974
1281, 0.61503
1282, 0.42416
1283, 0.10566
1284, 0.12368
1285, 0.31318
1286, 0.10726
1287, 0.69671
1288, 0.03932
1289, 0.27184
1290, 0.08283
1291, 0.04347
1292, 0.78696
1293, 0.46073
1294, 0.27191
1295, 0.74182
1296, 0.31411
1297, 0.43057
1298, 0.31605
1299, 0.21713
1300, 0.25064
1301, 0.89115
1302, 0.10711
1303, 0.27676
1304, 0.57852
1305, 0.69257
1306, 0.38211
1307, 0.19608
1308, 0.11383
1309, 0.15192
1310, 0.34078
1311, 0.22315
1312, 0.28004
1313, 0.57511
1314, 0.35566
1315, 0.18824
1316, 0.30045
1317, 0.54128
1318, 0.06676
1319, 0.43028
1320, 0.31319
1321, 0.30040
1322, 0.23238
1323, 0.25079
1324, 0.08372
1325, 0.85262
1326, 0.35240
1327, 0.55969
1328, 0.41553
1329, 0.36821
1330, 0.05157
1331, 0.10013
1332, 0.25963
1333, 0.92265
1334, 0.45353
1335, 0.39320
1336, 0.04268
1337, 0.03204
1338, 0.21731
1339, 0.79858
1340, 0.16235
1341, 0.42158
1342, 0.08944
1343, 0.09581
1344, 0.32252
1345, 0.32755
1346, 0.15012
1347, 0.78122
1348, 0.06373
1349, 0.35470
1350, 0.24293
1351, 0.28512
1352, 0.28542
1353, 0.17909
1354, 0.15582
1355, 0.24210
1356, 0.53711
1357, 0.13887
1358, 0.33921
1359, 0.13954
1360, 0.47586
1361, 0.13973
1362, 0.38990
1363, 0.81927
1364, 0.36857
1365, 0.40731
1366, 0.05217
1367, 0.61558
1368, 0.10453
1369, 0.61661
1370, 0.61817
1371, 0.37615
1372, 0.28475
1373, 0.38026
1374, 0.20520
1375, 0.50304
1376, 0.63779
1377, 0.79218
1378, 0.15899
1379, 0.50604
1380, 0.13993
1381, 0.14460
1382, 0.36390
1383, 0.09730
1384, 0.08887
1385, 0.36167
1386, 0.96691
1387, 0.29750
1388, 0.23123
1389, 0.05753
1390, 0.03653
1391, 0.10581
1392, 0.06058
1393, 0.00569
1394, 0.53006
1395, 0.81840
1396, 0.19020
1397, 0.21043
1398, 0.18258
1399, 0.18551
1400, 0.13397
1401, 0.29949
1402, 0.05627
1403, 0.06235
1404, 0.14497
1405, 0.01895
1406, 0.07398
1407, 0.76996
1408, 0.47408
1409, 0.08952
1410, 0.21586
1411, 0.16083
1412, 0.17512
1413, 0.16000
1414, 0.66161
1415, 0.58565
1416, 0.65925
1417, 0.60241
1418, 0.29381
1419, 0.21025
1420, 0.33597
1421, 0.48043
1422, 0.80660
1423, 0.91449
1424, 0.44837
1425, 0.41224
1426, 0.68544
1427, 0.45705
1428, 0.26696
1429, 0.18524
1430, 0.47843
1431, 0.34400
1432, 0.32420
1433, 0.09164
1434, 0.50312
1435, 0.28259
1436, 0.28845
1437, 0.61561
1438, 0.33188
1439, 0.84089
1440, 0.61150
1441, 0.11505
1442, 0.04283
1443, 0.34341
1444, 0.57070
1445, 0.84590
1446, 0.32886
1447, 0.55753
1448, 0.06206
1449, 0.05523
1450, 0.40067
1451, 0.15775
1452, 0.23584
1453, 0.13492
1454, 0.07066
1455, 0.25307
1456, 0.15289
1457, 0.66997
1458, 0.53725
1459, 0.05297
1460, 0.16623
1461, 0.26166
1462, 0.46999
1463, 0.16290
1464, 0.24633
1465, 0.06004
1466, 0.47845
1467, 0.15427
1468, 0.15890
1469, 0.27691
1470, 0.10656
1471, 0.31480
1472, 0.76810
1473, 0.15590
1474, 0.68531
1475, 0.15737
1476, 0.44828
1477, 0.24401
1478, 0.63989
1479, 0.33733
1480, 0.52925
1481, 0.33978
1482, 0.54543
1483, 0.04082
1484, 0.67491
1485, 0.18183
1486, 0.15156
1487, 0.21509
1488, 0.43091
1489, 0.21897
1490, 0.11282
1491, 0.14993
1492, 0.50380
1493, 0.06430
1494, 0.19663
1495, 0.17410
1496, 0.09717
1497, 0.12693
1498, 0.39018
1499, 0.79981
1500, 0.09787
1501, 0.35595
1502, 0.48611
1503, 0.48507
1504, 0.12064
1505, 0.52869
1506, 0.40894
1507, 0.30817
1508, 0.08010
1509, 0.04845
1510, 0.60401
1511, 0.27041
1512, 0.19391
1513, 0.32256
1514, 0.51979
1515, 0.21796
1516, 0.74351
1517, 0.22167
1518, 0.40504
1519, 0.34203
1520, 0.90033
1521, 0.11775
1522, 0.13347
1523, 0.29744
1524, 0.04195
1525, 0.26125
1526, 0.04275
1527, 0.47464
1528, 0.35913
1529, 0.57677
1530, 0.14273
1531, 0.42973
1532, 0.10261
1533, 0.13684
1534, 0.92856
1535, 0.21557
1536, 0.24755
1537, 0.22326
1538, 0.41895
1539, 0.12427
1540, 0.34984
1541, 0.23802
1542, 0.35728
1543, 0.75365
1544, 0.10804
1545, 0.03486
1546, 0.29357
1547, 0.32856
1548, 0.11184
1549, 0.22116
1550, 0.69142
1551, 0.04394
1552, 0.06976
1553, 0.20066
1554, 0.24930
1555, 0.06856
1556, 0.20731
1557, 0.63176
1558, 0.23422
1559, 0.10115
1560, 0.50425
1561, 0.26369
1562, 0.59096
1563, 0.08160
1564, 0.31956
1565, 0.05426
1566, 0.71367
1567, 0.22804
1568, 0.29237
1569, 0.24151
1570, 0.08846
1571, 0.22462
1572, 0.42066
1573, 0.05987
1574, 0.35167
1575, 0.39800
1576, 0.49769
1577, 0.41357
1578, 0.29225
1579, 0.48458
1580, 0.54260
1581, 0.23130
1582, 0.03702
1583, 0.14915
1584, 0.03144
1585, 0.30772
1586, 0.33979
1587, 0.13772
1588, 0.12964
1589, 0.19903
1590, 0.65674
1591, 0.39077
1592, 0.18760
1593, 0.31283
1594, 0.25970
1595, 0.10261
1596, 0.23439
1597, 0.30435
1598, 0.21483
1599, 0.44037
1600, 0.10014
1601, 0.28826
1602, 0.22228
1603, 0.82918
1604, 0.59697
1605, 0.30736
1606, 0.41405
1607, 0.03335
1608, 0.64961
1609, 0.38876
1610, 0.10239
1611, 0.06983
1612, 0.61059
1613, 0.00789
1614, 0.78361
1615, 0.73935
1616, 0.14139
1617, 0.03093
1618, 0.37809
1619, 0.46783
1620, 0.21229
1621, 0.24466
1622, 0.06998
1623, 0.24290
1624, 0.07252
1625, 0.36651
1626, 0.03078
1627, 0.46931
1628, 0.33433
1629, 0.96285
1630, 0.46186
1631, 0.29895
1632, 0.85758
1633, 0.48167
1634, 0.28006
1635, 0.85900
1636, 0.11699
1637, 0.58907
1638, 0.73616
1639, 0.21681
1640, 0.04432
1641, 0.02922
1642, 0.30792
1643, 0.08504
1644, 0.48770
1645, 0.68367
1646, 0.06768
1647, 0.56267
1648, 0.13222
1649, 0.20751
1650, 0.11799
1651, 0.18047
1652, 0.56911
1653, 0.21251
1654, 0.15462
1655, 0.22893
1656, 0.04332
1657, 0.13162
1658, 0.22585
1659, 0.79925
1660, 0.15015
1661, 0.31126
1662, 0.19211
1663, 0.22096
